component,job,region1,region2,status,datetime
Component1,job79,0.24474334716796875,0.3167266845703125,OK,2025-09-03 16:25:22
Component1,job80,0.2207489013671875,0.33832550048828125,OK,2025-09-03 16:25:23
Component1,job81,0.24234771728515625,0.4774932861328125,OK,2025-09-03 16:25:24
Component1,job82,0.38871002197265625,0.48229217529296875,OK,2025-09-03 16:25:24
Component1,job83,0.2999267578125,0.2663421630859375,OK,2025-09-03 16:25:25
Component1,job84,0.25434112548828125,0.371917724609375,OK,2025-09-03 16:25:25
Component1,job85,0.2399444580078125,0.35271453857421875,OK,2025-09-03 16:25:26
Component1,job86,0.22554779052734375,0.287933349609375,OK,2025-09-03 16:25:26
Component1,job87,0.21595001220703125,0.29033660888671875,OK,2025-09-03 16:25:26
Component1,job88,0.35031890869140625,0.39111328125,OK,2025-09-03 16:25:27
Component1,job89,0.3623199462890625,0.479888916015625,OK,2025-09-03 16:25:27
Component1,job90,2.5074234008789062,2.8361587524414062,FAIL,2025-09-03 16:25:28
Component1,job91,0.39110565185546875,0.28313446044921875,OK,2025-09-03 16:25:28
Component1,job92,0.20635223388671875,0.30233001708984375,OK,2025-09-03 16:25:29
Component1,job93,0.2207489013671875,0.333526611328125,OK,2025-09-03 16:25:29
Component1,job94,0.211151123046875,0.36711883544921875,OK,2025-09-03 16:25:30
Component1,job95,0.3551177978515625,0.43909454345703125,OK,2025-09-03 16:25:30
Component1,job96,0.26393890380859375,0.2303466796875,OK,2025-09-03 16:25:31
Component1,job97,0.26873779296875,0.36711883544921875,OK,2025-09-03 16:25:31
Component1,job98,0.27593231201171875,0.45110321044921875,OK,2025-09-03 16:25:32
Component1,job99,0.2207489013671875,0.26154327392578125,OK,2025-09-03 16:25:32
Component1,job100,0.24474334716796875,0.25434112548828125,OK,2025-09-03 16:25:33
Component1,job101,0.36231231689453125,0.3623199462890625,OK,2025-09-03 16:25:33
Component1,job102,0.33112335205078125,0.4127044677734375,OK,2025-09-03 16:25:34
Component1,job103,2.5386199951171875,2.8337554931640625,FAIL,2025-09-03 16:25:34
Component1,job104,0.2591400146484375,0.3239288330078125,OK,2025-09-03 16:25:35
Component1,job105,0.22794342041015625,0.2783355712890625,OK,2025-09-03 16:25:35
Component1,job106,0.211151123046875,0.35991668701171875,OK,2025-09-03 16:25:36
Component1,job107,0.17755889892578125,0.36951446533203125,OK,2025-09-03 16:25:36
Component1,job108,0.45349884033203125,0.5422744750976562,OK,2025-09-03 16:25:37
Component1,job109,0.211151123046875,0.24234771728515625,OK,2025-09-03 16:25:37
Component1,job110,0.3047332763671875,0.34072113037109375,OK,2025-09-03 16:25:38
Component1,job111,0.3431243896484375,0.40070343017578125,OK,2025-09-03 16:25:38
Component1,job112,0.2087554931640625,0.2855377197265625,OK,2025-09-03 16:25:38
Component1,job113,0.23274993896484375,0.287933349609375,OK,2025-09-03 16:25:39
Component1,job114,0.33112335205078125,0.3167266845703125,OK,2025-09-03 16:25:40
Component1,job115,0.376708984375,0.460693359375,OK,2025-09-03 16:25:40
Component1,job116,2.5458221435546875,2.8001632690429688,FAIL,2025-09-03 16:25:40
Component1,job117,0.24474334716796875,0.34792327880859375,OK,2025-09-03 16:25:41
Component1,job118,0.20395660400390625,0.3167266845703125,OK,2025-09-03 16:25:41
Component1,job119,0.21595001220703125,0.3839111328125,OK,2025-09-03 16:25:42
Component1,job120,0.19675445556640625,0.36951446533203125,OK,2025-09-03 16:25:43
Component1,job121,0.326324462890625,0.44390106201171875,OK,2025-09-03 16:25:43
Component1,job122,0.26153564453125,0.27114105224609375,OK,2025-09-03 16:25:44
Component1,job123,0.2303466796875,0.371917724609375,OK,2025-09-03 16:25:44
Component1,job124,0.295135498046875,0.3551177978515625,OK,2025-09-03 16:25:45
Component1,job125,0.23514556884765625,0.26154327392578125,OK,2025-09-03 16:25:45
Component1,job126,0.19915008544921875,0.2711334228515625,OK,2025-09-03 16:25:46
Component1,job127,0.3431243896484375,0.45349884033203125,OK,2025-09-03 16:25:46
Component1,job128,0.333526611328125,0.434295654296875,OK,2025-09-03 16:25:47
Component1,job129,2.5146255493164062,2.7761611938476562,FAIL,2025-09-03 16:25:47
Component1,job130,0.237548828125,0.34072113037109375,OK,2025-09-03 16:25:48
Component1,job131,0.27353668212890625,0.35031890869140625,OK,2025-09-03 16:25:49
Component1,job132,0.19435882568359375,0.29273223876953125,OK,2025-09-03 16:25:49
Component1,job133,0.22554779052734375,0.26873779296875,OK,2025-09-03 16:25:50
Component1,job134,0.295135498046875,0.3551177978515625,OK,2025-09-03 16:25:50
Component1,job135,0.2783355712890625,0.27593994140625,OK,2025-09-03 16:25:51
Component1,job136,0.2783355712890625,0.32872772216796875,OK,2025-09-03 16:25:51
Component1,job137,0.23514556884765625,0.25673675537109375,OK,2025-09-03 16:25:52
Component1,job138,0.249542236328125,0.2903289794921875,OK,2025-09-03 16:25:52
Component1,job139,0.30233001708984375,0.441497802734375,OK,2025-09-03 16:25:53
Component1,job140,0.376708984375,0.518280029296875,OK,2025-09-03 16:25:53
Component1,job141,2.5482177734375,2.8217544555664062,FAIL,2025-09-03 16:25:54
Component1,job142,0.2399444580078125,0.3167266845703125,OK,2025-09-03 16:25:55
Component1,job143,0.22554779052734375,0.3479156494140625,OK,2025-09-03 16:25:55
Component1,job144,0.19915008544921875,0.3095245361328125,OK,2025-09-03 16:25:56
Component1,job145,0.280731201171875,0.36231231689453125,OK,2025-09-03 16:25:56
Component1,job146,0.27353668212890625,0.2783355712890625,OK,2025-09-03 16:25:57
Component1,job147,0.30953216552734375,0.35752105712890625,OK,2025-09-03 16:25:57
Component1,job148,0.39830780029296875,0.42710113525390625,OK,2025-09-03 16:25:57
Component1,job149,0.2207489013671875,0.26393890380859375,OK,2025-09-03 16:25:58
Component1,job150,0.203948974609375,0.287933349609375,OK,2025-09-03 16:25:59
Component1,job151,0.26153564453125,0.3671112060546875,OK,2025-09-03 16:25:59
Component1,job0,0.26153564453125,0.40550994873046875,OK,2025-09-03 16:28:52
Component1,job1,0.287933349609375,0.33112335205078125,OK,2025-09-03 16:28:52
Component1,job2,0.26633453369140625,0.26633453369140625,OK,2025-09-03 16:28:53
Component1,job3,0.256744384765625,0.25434112548828125,OK,2025-09-03 16:28:53
Component1,job4,0.2975311279296875,0.33592987060546875,OK,2025-09-03 16:28:54
Component1,job5,0.32152557373046875,0.4582977294921875,OK,2025-09-03 16:28:55
Component1,job6,2.5050277709960938,2.8265609741210938,FAIL,2025-09-03 16:28:55
Component1,job7,0.2519378662109375,0.326324462890625,OK,2025-09-03 16:28:56
Component1,job8,0.2303466796875,0.3479156494140625,OK,2025-09-03 16:28:56
Component1,job9,0.25434112548828125,0.28073883056640625,OK,2025-09-03 16:28:57
Component1,job10,0.1895599365234375,0.46309661865234375,OK,2025-09-03 16:28:57
Component1,job11,0.2975311279296875,0.3839111328125,OK,2025-09-03 16:28:58
Component1,job12,0.28553009033203125,0.26873779296875,OK,2025-09-03 16:28:58
Component1,job13,0.22794342041015625,0.35991668701171875,OK,2025-09-03 16:28:59
Component1,job14,0.34552001953125,0.47269439697265625,OK,2025-09-03 16:28:59
Component1,job15,0.20635223388671875,0.26873779296875,OK,2025-09-03 16:29:00
Component1,job16,0.21834564208984375,0.242340087890625,OK,2025-09-03 16:29:00
Component1,job17,0.30233001708984375,0.40550994873046875,OK,2025-09-03 16:29:01
Component1,job18,0.3479156494140625,0.4582977294921875,OK,2025-09-03 16:29:01
Component1,job19,2.5914077758789062,2.836151123046875,FAIL,2025-09-03 16:29:02
Component1,job20,0.23274993896484375,0.33832550048828125,OK,2025-09-03 16:29:02
Component1,job21,0.20635223388671875,0.326324462890625,OK,2025-09-03 16:29:03
Component1,job22,0.21834564208984375,0.29273223876953125,OK,2025-09-03 16:29:03
Component1,job23,0.19195556640625,0.2471466064453125,OK,2025-09-03 16:29:04
Component1,job24,0.280731201171875,0.3623199462890625,OK,2025-09-03 16:29:04
Component1,job25,0.256744384765625,0.2663421630859375,OK,2025-09-03 16:29:05
Component1,job26,0.41989898681640625,0.42470550537109375,OK,2025-09-03 16:29:05
Component1,job27,0.22554779052734375,0.2783355712890625,OK,2025-09-03 16:29:06
Component1,job28,0.2207489013671875,0.26633453369140625,OK,2025-09-03 16:29:06
Component1,job29,0.27593994140625,0.3815155029296875,OK,2025-09-03 16:29:07
Component1,job30,0.39110565185546875,0.4534912109375,OK,2025-09-03 16:29:07
Component1,job31,2.6321945190429688,2.8073577880859375,FAIL,2025-09-03 16:29:08
Component1,job32,0.30953216552734375,0.32872772216796875,OK,2025-09-03 16:29:08
Component1,job33,0.20395660400390625,0.33112335205078125,OK,2025-09-03 16:29:09
Component1,job34,0.211151123046875,0.30233001708984375,OK,2025-09-03 16:29:09
Component1,job35,0.2015533447265625,0.249542236328125,OK,2025-09-03 16:29:10
Component1,job36,0.2711334228515625,0.30712890625,OK,2025-09-03 16:29:10
Component1,job37,0.26873779296875,0.29993438720703125,OK,2025-09-03 16:29:11
Component1,job38,0.2519378662109375,0.31192779541015625,OK,2025-09-03 16:29:11
Component1,job39,0.3671112060546875,0.376708984375,OK,2025-09-03 16:29:12
Component1,job40,0.287933349609375,0.29033660888671875,OK,2025-09-03 16:29:12
Component1,job41,0.22554779052734375,0.2783355712890625,OK,2025-09-03 16:29:13
Component1,job42,0.26633453369140625,0.40790557861328125,OK,2025-09-03 16:29:13
Component1,job43,0.3935089111328125,0.5158767700195312,OK,2025-09-03 16:29:13
Component1,job44,2.5050277709960938,2.8001632690429688,FAIL,2025-09-03 16:29:14
Component1,job45,0.2711334228515625,0.31192779541015625,OK,2025-09-03 16:29:14
Component1,job46,0.24713897705078125,0.32392120361328125,OK,2025-09-03 16:29:15
Component1,job47,0.21595001220703125,0.3143310546875,OK,2025-09-03 16:29:15
Component1,job48,0.17755889892578125,0.2399444580078125,OK,2025-09-03 16:29:16
Component1,job49,0.26154327392578125,0.29033660888671875,OK,2025-09-03 16:29:16
Component1,job50,0.2303466796875,0.27353668212890625,OK,2025-09-03 16:29:17
Component1,job51,2.291473388671875,2.332275390625,FAIL,2025-09-03 16:29:17
Component1,job52,0.319122314453125,0.37911224365234375,OK,2025-09-03 16:29:18
Component1,job53,0.1943511962890625,0.242340087890625,OK,2025-09-03 16:29:18
Component1,job54,0.21595001220703125,0.29033660888671875,OK,2025-09-03 16:29:19
Component1,job55,0.24713897705078125,0.25194549560546875,OK,2025-09-03 16:29:19
Component1,job56,0.23514556884765625,0.242340087890625,OK,2025-09-03 16:29:20
Component1,job57,0.20874786376953125,0.211151123046875,OK,2025-09-03 16:29:20
Component1,job58,0.20635223388671875,0.211151123046875,OK,2025-09-03 16:29:21
Component1,job59,0.20874786376953125,0.22314453125,OK,2025-09-03 16:29:21
Component1,job60,0.20874786376953125,0.19915771484375,OK,2025-09-03 16:29:22
Component1,job61,0.20635223388671875,0.211151123046875,OK,2025-09-03 16:29:22
Component1,job62,0.20635223388671875,0.2015533447265625,OK,2025-09-03 16:29:23
Component1,job63,0.21834564208984375,0.19915771484375,OK,2025-09-03 16:29:23
Component1,job64,0.21834564208984375,0.211151123046875,OK,2025-09-03 16:29:23
Component1,job65,0.21834564208984375,0.211151123046875,OK,2025-09-03 16:29:24
Component1,job66,0.21595001220703125,0.19915771484375,OK,2025-09-03 16:29:24
Component1,job67,0.2207489013671875,0.211151123046875,OK,2025-09-03 16:29:25
Component1,job68,0.20395660400390625,0.19915771484375,OK,2025-09-03 16:29:25
Component1,job69,0.21834564208984375,0.19915771484375,OK,2025-09-03 16:29:26
Component1,job70,0.2303466796875,0.211151123046875,OK,2025-09-03 16:29:27
Component1,job71,0.2975311279296875,0.3095245361328125,OK,2025-09-03 16:29:27
Component1,job72,0.1895599365234375,0.3047332763671875,OK,2025-09-03 16:29:27
Component1,job73,0.1751556396484375,0.24234771728515625,OK,2025-09-03 16:29:28
Component1,job74,0.287933349609375,0.27593994140625,OK,2025-09-03 16:29:28
Component1,job75,0.26393890380859375,0.30233001708984375,OK,2025-09-03 16:29:29
Component1,job76,2.5482177734375,2.8265533447265625,FAIL,2025-09-03 16:29:29
Component1,job77,0.403106689453125,0.2903289794921875,OK,2025-09-03 16:29:30
Component1,job78,0.211151123046875,0.27114105224609375,OK,2025-09-03 16:29:30
Component1,job79,0.2519378662109375,0.26633453369140625,OK,2025-09-03 16:29:31
Component1,job80,0.25194549560546875,0.45349884033203125,OK,2025-09-03 16:29:32
Component1,job81,0.4055023193359375,0.487091064453125,OK,2025-09-03 16:29:33
Component1,job82,0.27593994140625,0.24474334716796875,OK,2025-09-03 16:29:33
Component1,job83,0.25434112548828125,0.34792327880859375,OK,2025-09-03 16:29:34
Component1,job0,0.22794342041015625,0.2663421630859375,OK,2025-09-03 16:30:06
Component1,job1,0.26153564453125,0.31912994384765625,OK,2025-09-03 16:30:06
Component1,job2,0.357513427734375,0.460693359375,OK,2025-09-03 16:30:07
Component1,job3,0.26633453369140625,0.25673675537109375,OK,2025-09-03 16:30:08
Component1,job4,0.28313446044921875,0.33832550048828125,OK,2025-09-03 16:30:08
Component1,job5,0.32392120361328125,0.35271453857421875,OK,2025-09-03 16:30:09
Component1,job6,0.22554779052734375,0.26633453369140625,OK,2025-09-03 16:30:09
Component1,job7,0.20395660400390625,0.2783355712890625,OK,2025-09-03 16:30:10
Component1,job8,0.3095245361328125,0.39111328125,OK,2025-09-03 16:30:10
Component1,job9,0.364715576171875,0.45589447021484375,OK,2025-09-03 16:30:11
Component1,job10,2.5266265869140625,2.7809677124023438,FAIL,2025-09-03 16:30:11
Component1,job11,0.23514556884765625,0.2783355712890625,OK,2025-09-03 16:30:12
Component1,job12,0.26873779296875,0.30712890625,OK,2025-09-03 16:30:13
Component1,job13,0.2303466796875,0.3167266845703125,OK,2025-09-03 16:30:13
Component1,job14,0.22554779052734375,0.34552001953125,OK,2025-09-03 16:30:14
Component1,job15,0.25673675537109375,0.27593231201171875,OK,2025-09-03 16:30:15
Component1,job16,0.26633453369140625,0.39591217041015625,OK,2025-09-03 16:30:15
Component1,job17,0.2327423095703125,0.2519378662109375,OK,2025-09-03 16:30:16
Component1,job18,0.22314453125,0.30233001708984375,OK,2025-09-03 16:30:16
Component1,job19,0.32152557373046875,0.45349884033203125,OK,2025-09-03 16:30:16
Component1,job20,0.376708984375,0.47269439697265625,OK,2025-09-03 16:30:17
Component1,job21,2.5722122192382812,2.8265533447265625,FAIL,2025-09-03 16:30:18
Component1,job22,0.24474334716796875,0.33832550048828125,OK,2025-09-03 16:30:18
Component1,job23,0.2519378662109375,0.33831787109375,OK,2025-09-03 16:30:19
Component1,job24,0.21595001220703125,0.287933349609375,OK,2025-09-03 16:30:20
Component1,job25,0.23514556884765625,0.3143310546875,OK,2025-09-03 16:30:20
Component1,job26,0.2711334228515625,0.26393890380859375,OK,2025-09-03 16:30:21
Component1,job27,0.23274993896484375,0.3503265380859375,OK,2025-09-03 16:30:21
Component1,job28,0.36951446533203125,0.460693359375,OK,2025-09-03 16:30:22
Component1,job29,0.2015533447265625,0.2711334228515625,OK,2025-09-03 16:30:22
Component1,job30,0.211151123046875,0.27593231201171875,OK,2025-09-03 16:30:23
